  run  | subrun |           time            | step1_voltage | step2_voltage | total_current | pos_2step_current | pos_1step_current | neg_2step_current | neg_1step_current 
 17134 |     37 | 2018-06-12 16:08:54.5     |       13.1078 |       18.3059 |        10.468 |            1.5867 |             3.526 |            2.6847 |            2.6706
 17134 |     38 | 2018-06-12 16:09:09.5     |       13.1071 |       18.3069 |        9.8454 |            1.4975 |             3.314 |            2.5304 |            2.5035
 17134 |     39 | 2018-06-12 16:09:24.5     |       13.1102 |       18.3091 |        8.6136 |            1.3202 |            2.8895 |            2.2199 |            2.1839
 17134 |     40 | 2018-06-12 16:09:34.5     |       13.1076 |       18.3025 |         9.456 |            1.4382 |            3.1793 |            2.4259 |            2.4127
 17134 |     41 | 2018-06-12 16:09:42       |       13.1032 |       18.3067 |        9.7277 |            1.4816 |            3.2709 |            2.4976 |            2.4776
 17134 |     42 | 2018-06-12 16:09:52       |       13.1021 |       18.2958 |       10.2594 |            1.5475 |             3.461 |            2.6233 |            2.6276
 17134 |     43 | 2018-06-12 16:09:59.5     |       13.1047 |       18.3066 |       10.5701 |            1.6009 |            3.5622 |            2.7104 |            2.6965
 17134 |     44 | 2018-06-12 16:10:14.5     |        13.107 |       18.3071 |        8.9623 |            1.3716 |            3.0104 |            2.3095 |            2.2708
 17134 |     45 | 2018-06-12 16:10:29.5     |       13.1076 |       18.3074 |        9.0642 |            1.3869 |             3.042 |            2.3324 |            2.3028
 17134 |     46 | 2018-06-12 16:10:39.5     |        13.109 |       18.3074 |        9.8556 |            1.4992 |            3.3136 |            2.5312 |            2.5116
 17134 |     47 | 2018-06-12 16:10:49.5     |       13.1089 |       18.3077 |        10.372 |            1.5728 |            3.4923 |            2.6605 |            2.6463
 17134 |     48 | 2018-06-12 16:10:57       |        13.106 |       18.3061 |       10.5086 |             1.592 |            3.5408 |            2.6949 |            2.6809
 17134 |     49 | 2018-06-12 16:11:12       |       13.1066 |       18.3064 |         9.318 |            1.4227 |            3.1334 |             2.398 |            2.3639
 17134 |     50 | 2018-06-12 16:11:24.5     |       13.1096 |       18.3072 |        8.5612 |            1.3154 |            2.8699 |            2.2077 |            2.1683
 17134 |     51 | 2018-06-12 16:11:34.5     |       13.1085 |       18.3064 |        9.5316 |             1.454 |            3.2023 |            2.4491 |            2.4263
 17134 |     52 | 2018-06-12 16:11:44.5     |       13.1088 |       18.3107 |       10.1091 |            1.5351 |            3.4005 |            2.5933 |            2.5802
 17134 |     53 | 2018-06-12 16:11:54.5     |       13.1126 |       18.3087 |       10.5343 |            1.5931 |            3.5504 |            2.7014 |            2.6894
 17134 |     54 | 2018-06-12 16:12:04.5     |       13.1115 |       18.3062 |       10.7744 |            1.6297 |            3.6322 |            2.7634 |             2.749
 17134 |     55 | 2018-06-12 16:12:17       |       13.1067 |       18.3056 |        8.4036 |            1.2928 |            2.8184 |            2.1687 |            2.1236
 17134 |     56 | 2018-06-12 16:12:29.5     |       13.1151 |       18.3079 |        9.1719 |            1.3983 |            3.0824 |            2.3572 |             2.334
 17134 |     57 | 2018-06-12 16:12:39.5     |       13.0932 |       18.2983 |        9.8374 |            1.4929 |            3.3106 |            2.5215 |            2.5122
 17134 |     58 | 2018-06-12 16:12:49.5     |       13.1092 |       18.3071 |       10.3291 |            1.5671 |            3.4771 |            2.6503 |            2.6346
 17134 |     59 | 2018-06-12 16:12:59.5     |       13.1105 |       18.3068 |       10.6215 |            1.6085 |            3.5792 |            2.7246 |            2.7092
 17134 |     60 | 2018-06-12 16:13:14.5     |       13.1071 |       18.3063 |        9.0279 |            1.3814 |            3.0331 |            2.3255 |            2.2879
 17134 |     61 | 2018-06-12 16:13:27       |       13.1115 |       18.3064 |        8.9742 |            1.3748 |            3.0102 |             2.311 |            2.2782
 17134 |     62 | 2018-06-12 16:18:50.31746 |       13.1061 |       18.3061 |        2.2338 |            0.4225 |            0.6633 |            0.5963 |            0.5515
(63 rows)

  run  | subrun |           time            | step1_voltage | step2_voltage | total_current | pos_2step_current | pos_1step_current | neg_2step_current | neg_1step_current 
-------+--------+---------------------------+---------------+---------------+---------------+-------------------+-------------------+-------------------+-------------------
 17134 |      0 | 2018-06-12 16:01:33.5     |       13.1065 |       18.3065 |        3.2403 |            0.5628 |            1.0226 |            0.8601 |            0.7947
 17134 |      1 | 2018-06-12 16:02:01       |       13.1128 |       18.3085 |        6.7357 |            1.0604 |            2.2189 |            1.7306 |            1.7259
 17134 |      2 | 2018-06-12 16:02:16       |       13.1068 |       18.3057 |        6.2939 |            0.9984 |            2.0719 |            1.6235 |            1.6001
 17134 |      3 | 2018-06-12 16:02:32       |       13.1077 |       18.3063 |        7.8966 |            1.2256 |            2.6248 |            2.0272 |             2.019
 17134 |      4 | 2018-06-12 16:02:47       |       13.1085 |        18.307 |        9.4806 |            1.4489 |            3.1752 |            2.4284 |            2.4281
 17134 |      5 | 2018-06-12 16:02:59.5     |       13.1093 |       18.3062 |       10.2326 |            1.5549 |            3.4383 |            2.6207 |            2.6189
 17134 |      6 | 2018-06-12 16:03:12       |       13.1054 |       18.3062 |        8.9847 |            1.3766 |            3.0135 |            2.3102 |            2.2844
 17134 |      7 | 2018-06-12 16:03:24.5     |       13.1087 |       18.3059 |        8.4569 |            1.2976 |             2.834 |            2.1725 |            2.1528
 17134 |      8 | 2018-06-12 16:03:34.5     |          13.1 |       18.3107 |         9.443 |            1.4389 |            3.1717 |            2.4232 |            2.4093
 17134 |      9 | 2018-06-12 16:03:44.5     |       13.1091 |       18.3058 |       10.0009 |             1.517 |            3.3659 |            2.5598 |            2.5583
 17134 |     10 | 2018-06-12 16:03:54.5     |       13.1107 |        18.308 |       10.4392 |             1.582 |            3.5144 |            2.6777 |            2.6651
 17134 |     11 | 2018-06-12 16:04:04.5     |       13.0924 |       18.2986 |       10.6119 |            1.6023 |            3.5789 |            2.7163 |            2.7143
 17134 |     12 | 2018-06-12 16:04:19.5     |       13.1066 |        18.306 |        8.5337 |            1.3117 |            2.8617 |            2.2005 |            2.1599
 17134 |     13 | 2018-06-12 16:04:32       |       13.1108 |       18.3056 |        9.3711 |            1.4316 |            3.1461 |            2.4087 |            2.3847
 17134 |     14 | 2018-06-12 16:04:39.5     |       13.1081 |        18.305 |         9.718 |            1.4811 |            3.2663 |            2.4948 |            2.4758
 17134 |     15 | 2018-06-12 16:04:49.5     |       13.1077 |       18.3062 |       10.2049 |            1.5496 |            3.4346 |            2.6181 |            2.6025
 17134 |     16 | 2018-06-12 16:04:59.5     |       13.1079 |       18.3067 |       10.5442 |            1.5975 |            3.5526 |             2.704 |            2.6901
 17134 |     17 | 2018-06-12 16:05:14.5     |        13.107 |       18.3071 |        9.0179 |              1.38 |            3.0292 |            2.3227 |            2.2861
 17134 |     18 | 2018-06-12 16:05:29.5     |       13.1094 |       18.3061 |        9.1161 |             1.395 |            3.0594 |            2.3451 |            2.3167
 17134 |     19 | 2018-06-12 16:05:39.5     |       13.1083 |       18.3078 |        9.7539 |            1.4857 |            3.2783 |            2.5048 |            2.4851
 17134 |     20 | 2018-06-12 16:05:47       |       13.1044 |       18.3063 |       10.0224 |            1.5239 |            3.3723 |            2.5714 |            2.5548
 17134 |     21 | 2018-06-12 16:05:54.5     |       13.1094 |       18.3072 |       10.5165 |            1.5934 |            3.5423 |            2.6974 |            2.6835
 17134 |     22 | 2018-06-12 16:06:12       |       13.1066 |       18.3066 |        9.6515 |            1.4699 |            3.2479 |            2.4816 |            2.4521
 17134 |     23 | 2018-06-12 16:06:24.5     |       13.1089 |       18.3073 |        8.6121 |            1.3226 |            2.8868 |            2.2207 |            2.1821
 17134 |     24 | 2018-06-12 16:06:34.5     |       13.0904 |       18.2947 |        9.3456 |            1.4246 |             3.141 |            2.3971 |             2.383
 17134 |     25 | 2018-06-12 16:06:44.5     |       13.1087 |       18.3066 |       10.0615 |            1.5293 |            3.3849 |            2.5819 |            2.5654
 17134 |     26 | 2018-06-12 16:06:54.5     |       13.1082 |       18.3072 |       10.4205 |            1.5795 |            3.5095 |            2.6735 |            2.6581
 17134 |     27 | 2018-06-12 16:07:04.5     |       13.1082 |       18.3059 |       10.6747 |            1.6153 |            3.5987 |            2.7376 |            2.7233
 17134 |     28 | 2018-06-12 16:07:17       |       13.1063 |       18.3065 |        8.7643 |            1.3438 |            2.9423 |            2.2591 |            2.2192
 17134 |     29 | 2018-06-12 16:07:29.5     |       13.1099 |       18.2994 |        8.9929 |            1.3745 |            3.0192 |            2.3102 |            2.2889
 17134 |     30 | 2018-06-12 16:07:39.5     |        13.111 |       18.3059 |        9.8411 |            1.4973 |            3.3085 |            2.5272 |            2.5082
 17134 |     31 | 2018-06-12 16:07:49.5     |       13.1044 |       18.3081 |       10.2387 |            1.5515 |            3.4487 |            2.6226 |            2.6159
 17134 |     32 | 2018-06-12 16:07:59.5     |       13.1085 |       18.3073 |       10.6236 |             1.608 |            3.5797 |            2.7253 |            2.7107
 17134 |     33 | 2018-06-12 16:08:14.5     |       13.1067 |       18.3062 |         9.195 |            1.4053 |            3.0903 |            2.3669 |            2.3325
 17134 |     34 | 2018-06-12 16:08:27       |       13.1051 |       18.3068 |        8.7643 |            1.3451 |             2.939 |            2.2569 |            2.2233
 17134 |     35 | 2018-06-12 16:08:37       |       13.1038 |       18.3063 |        9.5106 |            1.4513 |            3.1952 |            2.4433 |            2.4208
 17134 |     36 | 2018-06-12 16:08:47       |       13.1064 |       18.3066 |       10.1279 |            1.5384 |            3.4082 |            2.5988 |            2.5825
 17134 |     37 | 2018-06-12 16:08:54.5     |       13.1078 |       18.3059 |        10.468 |            1.5867 |             3.526 |            2.6847 |            2.6706
 17134 |     38 | 2018-06-12 16:09:09.5     |       13.1071 |       18.3069 |        9.8454 |            1.4975 |             3.314 |            2.5304 |            2.5035
 17134 |     39 | 2018-06-12 16:09:24.5     |       13.1102 |       18.3091 |        8.6136 |            1.3202 |            2.8895 |            2.2199 |            2.1839
 17134 |     40 | 2018-06-12 16:09:34.5     |       13.1076 |       18.3025 |         9.456 |            1.4382 |            3.1793 |            2.4259 |            2.4127
 17134 |     41 | 2018-06-12 16:09:42       |       13.1032 |       18.3067 |        9.7277 |            1.4816 |            3.2709 |            2.4976 |            2.4776
 17134 |     42 | 2018-06-12 16:09:52       |       13.1021 |       18.2958 |       10.2594 |            1.5475 |             3.461 |            2.6233 |            2.6276
 17134 |     43 | 2018-06-12 16:09:59.5     |       13.1047 |       18.3066 |       10.5701 |            1.6009 |            3.5622 |            2.7104 |            2.6965
 17134 |     44 | 2018-06-12 16:10:14.5     |        13.107 |       18.3071 |        8.9623 |            1.3716 |            3.0104 |            2.3095 |            2.2708
 17134 |     45 | 2018-06-12 16:10:29.5     |       13.1076 |       18.3074 |        9.0642 |            1.3869 |             3.042 |            2.3324 |            2.3028
 17134 |     46 | 2018-06-12 16:10:39.5     |        13.109 |       18.3074 |        9.8556 |            1.4992 |            3.3136 |            2.5312 |            2.5116
 17134 |     47 | 2018-06-12 16:10:49.5     |       13.1089 |       18.3077 |        10.372 |            1.5728 |            3.4923 |            2.6605 |            2.6463
 17134 |     48 | 2018-06-12 16:10:57       |        13.106 |       18.3061 |       10.5086 |             1.592 |            3.5408 |            2.6949 |            2.6809
 17134 |     49 | 2018-06-12 16:11:12       |       13.1066 |       18.3064 |         9.318 |            1.4227 |            3.1334 |             2.398 |            2.3639
 17134 |     50 | 2018-06-12 16:11:24.5     |       13.1096 |       18.3072 |        8.5612 |            1.3154 |            2.8699 |            2.2077 |            2.1683
 17134 |     51 | 2018-06-12 16:11:34.5     |       13.1085 |       18.3064 |        9.5316 |             1.454 |            3.2023 |            2.4491 |            2.4263
 17134 |     52 | 2018-06-12 16:11:44.5     |       13.1088 |       18.3107 |       10.1091 |            1.5351 |            3.4005 |            2.5933 |            2.5802
 17134 |     53 | 2018-06-12 16:11:54.5     |       13.1126 |       18.3087 |       10.5343 |            1.5931 |            3.5504 |            2.7014 |            2.6894
 17134 |     54 | 2018-06-12 16:12:04.5     |       13.1115 |       18.3062 |       10.7744 |            1.6297 |            3.6322 |            2.7634 |             2.749
 17134 |     55 | 2018-06-12 16:12:17       |       13.1067 |       18.3056 |        8.4036 |            1.2928 |            2.8184 |            2.1687 |            2.1236
 17134 |     56 | 2018-06-12 16:12:29.5     |       13.1151 |       18.3079 |        9.1719 |            1.3983 |            3.0824 |            2.3572 |             2.334
 17134 |     57 | 2018-06-12 16:12:39.5     |       13.0932 |       18.2983 |        9.8374 |            1.4929 |            3.3106 |            2.5215 |            2.5122
 17134 |     58 | 2018-06-12 16:12:49.5     |       13.1092 |       18.3071 |       10.3291 |            1.5671 |            3.4771 |            2.6503 |            2.6346
 17134 |     59 | 2018-06-12 16:12:59.5     |       13.1105 |       18.3068 |       10.6215 |            1.6085 |            3.5792 |            2.7246 |            2.7092
 17134 |     60 | 2018-06-12 16:13:14.5     |       13.1071 |       18.3063 |        9.0279 |            1.3814 |            3.0331 |            2.3255 |            2.2879
 17134 |     61 | 2018-06-12 16:13:27       |       13.1115 |       18.3064 |        8.9742 |            1.3748 |            3.0102 |             2.311 |            2.2782
 17134 |     62 | 2018-06-12 16:18:50.31746 |       13.1061 |       18.3061 |        2.2338 |            0.4225 |            0.6633 |            0.5963 |            0.5515
(63 rows)

